"7,000トン以上　　",-,-,-,-,-,-,-,-,-,-,163,"1,197,175",,123,"909,209",39,"280,512",1,"7,454",-,-,-,-,-,-,"7,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,163,"1,197,175",,123,"909,209",39,"280,512",1,"7,454",-,-,-,-,-,-,外航船　　
"8,000トン以上　　",-,-,-,-,-,-,-,-,-,-,4,"34,670",,-,-,-,-,4,"34,670",-,-,-,-,-,-,"8,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,1,"8,598",,-,-,-,-,1,"8,598",-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,3,"26,072",,-,-,-,-,3,"26,072",-,-,-,-,-,-,外航船　　
"9,000トン以上　　",-,-,-,-,-,-,-,-,-,-,553,"5,426,893",,467,"4,593,350",76,"739,981",10,"93,562",-,-,-,-,-,-,"9,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,553,"5,426,893",,467,"4,593,350",76,"739,981",10,"93,562",-,-,-,-,-,-,外航船　　
"10,000トン以上　　",352,"4,447,872",-,-,-,-,-,-,-,-,436,"7,481,039",,151,"2,623,308",247,"4,350,422",38,"507,309",-,-,-,-,-,-,"10,000トン以上　　"
内航船　　,352,"4,447,872",-,-,-,-,-,-,-,-,25,"327,425",,-,-,-,-,25,"327,425",-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,411,"7,153,614",,151,"2,623,308",247,"4,350,422",13,"179,884",-,-,-,-,-,-,外航船　　
"20,000トン以上　　",-,-,-,-,-,-,-,-,-,-,283,"7,361,990",,117,"3,043,970",166,"4,318,020",-,-,-,-,-,-,-,-,"20,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,283,"7,361,990",,117,"3,043,970",166,"4,318,020",-,-,-,-,-,-,-,-,外航船　　
"30,000トン以上　　",-,-,-,-,-,-,-,-,-,-,147,"4,990,569",,61,"1,981,514",54,"1,891,325",32,"1,117,730",-,-,-,-,-,-,"30,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,147,"4,990,569",,61,"1,981,514",54,"1,891,325",32,"1,117,730",-,-,-,-,-,-,外航船　　
"40,000トン以上　　",-,-,-,-,-,-,-,-,-,-,179,"7,356,468",,50,"2,024,132",129,"5,332,336",-,-,-,-,-,-,-,-,"40,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,179,"7,356,468",,50,"2,024,132",129,"5,332,336",-,-,-,-,-,-,-,-,外航船　　
"50,000トン以上　　",-,-,-,-,-,-,-,-,-,-,13,"679,891",,-,-,8,"420,306",5,"259,585",-,-,-,-,-,-,"50,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,13,"679,891",,-,-,8,"420,306",5,"259,585",-,-,-,-,-,-,外航船　　
"60,000トン以上　　",-,-,-,-,-,-,-,-,-,-,88,"7,090,165",,-,-,88,"7,090,165",-,-,-,-,-,-,-,-,"60,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,88,"7,090,165",,-,-,88,"7,090,165",-,-,-,-,-,-,-,-,外航船　　
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
