37,その他輸送機械,-,20,-,-,360,-,-,-,217,-,217,-,"32,865",-,-,"30,615","3,725",-,37,その他輸送機械,,,,,
38,産業機械,701,647,321,29,405,"2,523",-,100,"1,708",-,"1,708",-,"4,443",-,-,"2,651","2,651",-,38,産業機械,,,,,
39,電気機械,-,-,-,-,-,-,-,-,"4,337",22,"4,315",-,"9,013",-,-,"7,357","6,327",-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,-,-,631,-,631,-,"2,832",-,-,"2,561","2,248",-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,369,-,369,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,644,-,644,-,903,-,-,903,807,-,42,その他機械,,,,,
化学工業品,,"9,828","2,592","1,101",365,"1,618","4,270",-,400,"19,169",-,"19,169",-,"8,009",-,-,"5,940","5,852",-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,174,-,174,-,332,-,-,30,30,-,43,陶磁器,,,,,
44,セメント,"5,015","1,978",382,2,250,"1,209",-,400,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,26,-,-,30,-,30,-,45,-,-,30,30,-,45,ガラス類,,,,,
46,窯業品,"1,607",198,242,51,908,787,-,-,300,-,300,-,610,-,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,8,-,-,-,-,-,-,,,,,,,47,重油,,,,,
48,石油製品,308,366,349,233,304,"1,269",-,-,130,-,130,-,30,-,-,30,30,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,18,18,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,"2,898",50,128,79,146,197,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,135,-,135,-,180,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,-,-,-,132,-,-,"5,313",-,"5,313",-,"1,796",-,-,"1,263","1,263",-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,90,-,-,90,90,-,55,化学肥料,,,,,
56,その他化学工業品,-,-,-,-,10,642,-,-,"13,087",-,"13,087",-,"4,908",-,-,"4,479","4,391",-,56,その他化学工業品,,,,,
軽工業品,,"2,906",165,201,163,566,157,-,-,"38,335",9,"38,326",-,"69,347",-,-,"60,581","58,569",-,軽工業品,,,,,,
57,紙・パルプ,-,-,-,-,-,-,-,-,"1,804",-,"1,804",-,"48,828",-,-,"45,675","45,675",-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,-,-,-,-,420,-,420,-,"1,165",-,-,"1,134",961,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,"5,029",-,"5,029",-,"1,321",-,-,"1,321",729,-,60,砂糖,,,,,
61,製造食品,715,80,152,28,169,73,-,-,"7,479",-,"7,479",-,"15,129",-,-,"11,810","10,563",-,61,製造食品,,,,,
62,飲料,"2,191",85,49,135,397,84,-,-,"2,075",9,"2,066",-,"2,263",-,-,90,90,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,458,-,458,-,19,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,"21,070",-,"21,070",-,581,-,-,551,551,-,65,その他食料工業品,,,,,
雑工業品,,"3,071",970,210,127,"1,535",319,-,-,"10,399",102,"10,297",-,"23,170",-,-,"18,365","16,255",-,雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,-,-,26,-,26,-,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,-,-,-,-,-,-,"1,999",90,"1,909",-,"4,451",-,-,"4,189","3,084",-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,-,-,"1,573",12,"1,561",-,"8,919",-,-,"8,754","8,602",-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,-,-,-,-,-,901,-,901,-,"1,693",-,-,"1,321",718,-,69,家具装備品,,,,,
70,その他・日用品,"3,071",140,210,127,245,69,-,-,"4,512",-,"4,512",-,"1,152",-,-,"1,034",784,-,70,その他日用品,,,,,
71,ゴム製品,-,-,-,-,-,5,-,-,887,-,887,-,"4,171",-,-,"1,531","1,531",-,71,ゴム製品,,,,,
72,木製品,-,830,-,-,"1,290",245,-,-,15,-,15,-,534,-,-,295,295,-,72,木製品,,,,,
73,その他製造工業品,-,-,-,-,-,-,-,-,486,-,486,-,"2,250",-,-,"1,241","1,241",-,73,その他製造工業品,,,,,
特殊品,,"19,131","1,056","1,020",244,"1,340","13,092",-,-,"116,251","2,413","113,836",2,"1,248,131","59,282","59,282","925,741","47,769",-,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,30,-,30,-,267,-,-,87,87,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,"2,731","2,076",655,-,"56,577",-,-,"1,307","1,307",-,75,再利用資材,,,,,
76,動植物性製造飼肥料,941,3,24,70,4,-,-,-,"6,085",-,"6,085",-,"6,427",-,-,30,30,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,"1,940",-,"1,940",-,"221,906","59,282","59,282","1,300",-,-,78,廃土砂,,,,,
79,輸送用容器,"5,366",76,129,154,40,7,-,-,"1,001",-,"1,001",-,"18,716",-,-,"7,387","7,387",-,79,輸送用容器,,,,,
80,取合せ品,"12,824",977,867,20,"1,296","13,085",-,-,"104,464",337,"104,125",2,"944,238",-,-,"915,630","38,958",-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
