化学工業品,,"4,085","2,290",-,"1,795",-,"209,017","209,017","365,141","307,679",-,"48,685","258,994",-,"1,802",-,"1,000",802,-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,"209,017","209,017","306,271","259,449",-,455,"258,994",-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,-,"16,322","14,520",-,"14,520",-,-,"1,802",-,"1,000",802,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,"2,290","2,290",-,-,-,-,-,"9,418",580,-,580,-,-,-,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,165,165,-,165,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,30,30,-,30,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,20,20,-,20,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,"1,790",-,-,"1,790",-,-,-,"5,150","5,150",-,"5,150",-,-,-,-,-,-,-,54,化学薬品,,,,,
55,化学肥料,5,-,-,5,-,-,-,"2,020","2,020",-,"2,020",-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,-,-,-,-,-,-,"25,745","25,745",-,"25,745",-,-,-,-,-,-,-,56,その他化学工業品,,,,,
軽工業品,,"230,782",-,"229,207","1,575",-,-,-,"455,602","244,200",-,"244,200",-,-,"32,615","32,615",-,-,-,軽工業品,,,,,,
57,紙・パルプ,"229,817",-,"229,207",610,-,-,-,"221,342","58,315",-,"58,315",-,-,-,-,-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,10,-,-,10,-,-,-,10,10,-,10,-,-,-,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,"1,055","1,055",-,"1,055",-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,945,-,-,945,-,-,-,"59,510","54,245",-,"54,245",-,-,-,-,-,-,-,61,製造食品,,,,,
62,飲料,10,-,-,10,-,-,-,"115,660","105,165",-,"105,165",-,-,-,-,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,"15,290","15,290",-,"15,290",-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,"9,580","9,580",-,"9,580",-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,"33,155",540,-,540,-,-,"32,615","32,615",-,-,-,65,その他食料工業品,,,,,
雑工業品,,735,-,-,735,-,-,-,"45,587","35,815",-,"35,815",-,-,-,-,-,-,-,雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,-,-,-,-,-,40,40,-,40,-,-,-,-,-,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,-,240,240,-,240,-,-,-,-,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,-,-,-,-,"8,405","8,405",-,"8,405",-,-,-,-,-,-,-,69,家具装備品,,,,,
70,その他日用品,10,-,-,10,-,-,-,"17,952","8,180",-,"8,180",-,-,-,-,-,-,-,70,その他日用品,,,,,
71,ゴム製品,40,-,-,40,-,-,-,"6,300","6,300",-,"6,300",-,-,-,-,-,-,-,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,320,320,-,320,-,-,-,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,685,-,-,685,-,-,-,"12,330","12,330",-,"12,330",-,-,-,-,-,-,-,73,その他製造工業品,,,,,
特殊品,,915,-,-,915,-,-,-,"1,475,552","1,183,105",319,"130,050","1,052,736",-,-,-,-,-,100,特殊品,,,,,,
74,金属くず,10,-,-,10,-,-,-,"1,983","1,670",-,"1,670",-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,216,60,-,60,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,"1,360","1,360",-,"1,360",-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,330,-,-,330,-,-,-,240,240,-,240,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,535,-,-,535,-,-,-,"66,805","66,805",-,"66,805",-,-,-,-,-,-,-,79,輸送用容器,,,,,
80,取合せ品,40,-,-,40,-,-,-,"1,404,948","1,112,970",319,"59,915","1,052,736",-,-,-,-,-,100,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
