39,電気機械,845,845,-,-,-,-,-,"2,399","2,399",-,-,"3,362","1,581",653,846,82,755,755,39,電気機械,,,,,
40,測量・光学・医療用機械,360,360,-,300,-,300,-,"1,305","1,305",-,-,"1,696",920,456,464,-,215,215,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,"1,020",467,345,45,77,407,407,42,その他機械,,,,,
化学工業品,,"130,087","130,087",-,"738,552",-,-,"738,552",378,378,"2,451","2,451","4,472,001","260,015","259,759",256,-,"3,270,934","3,107,997",化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,"130,063","130,063",-,"738,552",-,-,"738,552",-,-,-,-,"162,938",-,-,-,-,"162,937",-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,-,-,201,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,-,-,-,"2,451","2,451",130,-,-,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,"195,147",-,-,-,-,"117,655","117,655",47,重油,,,,,
48,石油製品,-,-,-,-,-,-,-,-,-,-,-,"4,082,467","259,672","259,672",-,-,"2,975,646","2,975,646",48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,"26,401",-,-,-,-,"11,869","11,869",51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,"2,607",-,-,-,-,"2,607","2,607",52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,-,-,-,-,-,-,-,-,-,113,-,-,-,-,-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,24,24,-,-,-,-,-,378,378,-,-,"1,997",343,87,256,-,220,220,56,その他化学工業品,,,,,
軽工業品,,"4,636","4,636",-,585,-,585,-,"1,832","1,832",-,-,"8,818",937,337,481,119,"1,791","1,791",軽工業品,,,,,,
57,紙・パルプ,"4,624","4,624",-,-,-,-,-,-,-,-,-,253,253,53,200,-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,12,12,-,585,-,585,-,"1,151","1,151",-,-,"4,748",446,228,99,119,760,760,60,砂糖,,,,,
61,製造食品,-,-,-,-,-,-,-,681,681,-,-,"3,772",238,56,182,-,986,986,61,製造食品,,,,,
62,飲料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,45,-,-,-,-,45,45,65,その他食料工業品,,,,,
雑工業品,,26,26,-,-,-,-,-,"1,657","1,657",-,-,"4,333",550,57,473,20,296,296,雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,26,26,-,-,-,-,-,814,814,-,-,"1,474",278,57,221,-,296,296,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,-,292,292,-,-,300,20,-,20,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,家具装備品,,,,,
70,その他日用品,-,-,-,-,-,-,-,551,551,-,-,"1,849",-,-,-,-,-,-,70,その他日用品,,,,,
71,ゴム製品,-,-,-,-,-,-,-,-,-,-,-,264,252,-,232,20,-,-,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,-,-,-,-,446,-,-,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73,その他製造工業品,,,,,
特殊品,,"15,083","15,083",-,"12,952",-,227,"12,725","254,882","254,882",-,-,"173,801","14,590","8,269",-,"6,321",-,-,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,-,-,-,"14,624",59,-,-,59,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,24,24,-,-,"10,548",65,-,-,65,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,"8,715",-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,-,-,-,-,-,-,-,-,"14,171",-,-,-,-,-,-,79,輸送用容器,,,,,
80,取合せ品,"15,083","15,083",-,"12,952",-,227,"12,725","254,858","254,858",-,-,"125,686","14,466","8,269",-,"6,197",-,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
