57,紙・パルプ,"35,286",90,90,-,-,909,-,909,-,-,-,-,"89,455","9,960",-,-,"9,960",-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,"9,778",-,"9,778",-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,-,635,-,635,-,-,-,-,15,15,-,-,15,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,-,-,-,-,"1,142",-,"1,142",-,-,-,-,750,675,-,-,675,-,61,製造食品,,,,,
62,飲料,-,30,30,-,-,261,-,261,-,-,-,-,"16,780","16,780",-,-,"16,780",-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,"3,759",-,9,-,"3,750",-,-,"37,660","37,640","37,515",-,125,-,65,その他食料工業品,,,,,
雑工業品,,-,783,783,-,-,"2,485",-,"2,485",-,-,-,-,"4,070","1,435",-,-,"1,435",-,雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,123,123,-,-,613,-,613,-,-,-,-,-,-,-,-,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,-,-,281,-,281,-,-,-,-,-,-,-,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,30,30,-,-,37,-,37,-,-,-,-,10,-,-,-,-,-,69,家具装備品,,,,,
70,その他日用品,-,-,-,-,-,32,-,32,-,-,-,-,180,180,-,-,180,-,70,その他日用品,,,,,
71,ゴム製品,-,600,600,-,-,180,-,180,-,-,-,-,"1,505",720,-,-,720,-,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,-,-,-,-,-,40,40,-,-,40,-,72,木製品,,,,,
73,その他製造工業品,-,30,30,-,-,"1,342",-,"1,342",-,-,-,-,"2,335",495,-,-,495,-,73,その他製造工業品,,,,,
特殊品,,-,"71,741","69,341",-,"2,400","96,202",-,"96,202",-,-,-,-,"17,765","10,925",-,-,"10,925",-,特殊品,,,,,,
74,金属くず,-,30,30,-,-,13,-,13,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,44,-,44,-,-,-,-,20,20,-,-,20,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,"2,400",-,-,"2,400",-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,-,-,"1,893",-,"1,893",-,-,-,-,"3,430","3,395",-,-,"3,395",-,79,輸送用容器,,,,,
80,取合せ品,-,"69,311","69,311",-,-,"94,252",-,"94,252",-,-,-,-,"14,305","7,510",-,-,"7,510",-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
