14,樹脂類,"8,080","3,930","3,930",-,-,"3,930",-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,"3,786",115,115,-,-,115,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,230,215,215,-,-,215,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"58,550","5,541","5,541",-,-,"4,020","1,521","3,140",-,-,-,-,-,-,-,-,"3,140",-,鉱産品,,,,,,
18,石炭,"13,627","1,521","1,521",-,-,-,"1,521",-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,705,30,30,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,"27,525",840,840,-,-,840,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,"3,632","1,690","1,690",-,-,"1,690",-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,"2,150",910,910,-,-,910,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,70,10,10,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,"10,811",540,540,-,-,540,-,"3,140",-,-,-,-,-,-,-,-,"3,140",-,27,非金属鉱物,,,,,
金属機械工業品,,"8,413,358","501,700","501,700",-,"50,739","450,961",-,"66,890","3,191","3,191",-,654,654,-,"63,045","63,045",-,-,金属機械工業品,,,,,,
28,鉄鋼,475,280,280,-,-,280,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,"14,764","4,071","4,071",-,-,"4,071",-,-,-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,"4,192",65,65,-,-,65,-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,"49,310","8,405","8,405",-,-,"8,405",-,-,-,-,-,-,-,-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,"7,820,926","463,760","463,760",-,"47,369","416,391",-,"49,180",-,-,-,-,-,-,"49,180","49,180",-,-,33,完成自動車,,,,,
34,その他輸送用車両,"13,494",414,414,-,-,414,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,694,20,20,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,"30,931","8,970","8,970",-,-,"8,970",-,30,-,-,-,-,-,-,30,30,-,-,36,自動車部品,,,,,
37,その他輸送機械,"78,815","6,578","6,578",-,"3,370","3,208",-,970,-,-,-,-,-,-,970,970,-,-,37,その他輸送機械,,,,,
38,産業機械,"204,141","2,331","2,331",-,-,"2,331",-,-,-,-,-,-,-,-,-,-,-,-,38,産業機械,,,,,
39,電気機械,"57,807","3,601","3,601",-,-,"3,601",-,"13,720","2,567","2,567",-,566,566,-,"10,587","10,587",-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,"11,177",40,40,-,-,40,-,"2,990",624,624,-,88,88,-,"2,278","2,278",-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,"115,849","1,650","1,650",-,-,"1,650",-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,"10,773","1,515","1,515",-,-,"1,515",-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"441,029","65,539","65,539",-,-,"65,539",-,"1,338",43,43,-,-,-,-,"1,295","1,295",-,-,化学工業品,,,,,,
43,陶磁器,506,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,"31,823",850,850,-,-,850,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,"15,026","12,500","12,500",-,-,"12,500",-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,"27,285",840,840,-,-,840,-,142,-,-,-,-,-,-,142,142,-,-,46,窯業品,,,,,
47,重油,"176,110",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,"21,930","10,005","10,005",-,-,"10,005",-,-,-,-,-,-,-,-,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,"6,548",10,10,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,"9,051","1,830","1,830",-,-,"1,830",-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,"2,321",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,"47,042","34,640","34,640",-,-,"34,640",-,240,-,-,-,-,-,-,240,240,-,-,54,化学薬品,,,,,
55,化学肥料,"3,730","1,785","1,785",-,-,"1,785",-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,"99,619","3,079","3,079",-,-,"3,079",-,956,43,43,-,-,-,-,913,913,-,-,56,その他化学工業品,,,,,
軽工業品,,"892,459","259,741","259,741",-,-,"259,741",-,"6,222",538,538,-,946,946,-,"4,738","4,738",-,-,軽工業品,,,,,,
57,紙・パルプ,"194,873","112,906","112,906",-,-,"112,906",-,-,-,-,-,-,-,-,-,-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,"4,037",165,165,-,-,165,-,-,-,-,-,-,-,-,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,"15,677","4,225","4,225",-,-,"4,225",-,250,-,-,-,-,-,-,250,250,-,-,60,砂糖,,,,,
61,製造食品,"212,483","35,035","35,035",-,-,"35,035",-,"5,792",538,538,-,946,946,-,"4,308","4,308",-,-,61,製造食品,,,,,
62,飲料,"311,731","99,145","99,145",-,-,"99,145",-,60,-,-,-,-,-,-,60,60,-,-,62,飲料,,,,,
63,水,"112,702","1,060","1,060",-,-,"1,060",-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,"13,030","4,950","4,950",-,-,"4,950",-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,"27,855","2,255","2,255",-,-,"2,255",-,120,-,-,-,-,-,-,120,120,-,-,65,その他食料工業品,,,,,
雑工業品,,"323,637","115,040","115,040",-,-,"115,040",-,"5,894",323,323,-,920,882,38,"4,651","4,651",-,-,雑工業品,,,,,,
66,がん具,286,75,75,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,"18,189",220,220,-,-,220,-,"3,735",323,323,-,795,795,-,"2,617","2,617",-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,"13,880",630,630,-,-,630,-,"1,432",-,-,-,-,-,-,"1,432","1,432",-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,"20,980","13,640","13,640",-,-,"13,640",-,542,-,-,-,-,-,-,542,542,-,-,69,家具装備品,,,,,
70,その他・日用品,"169,986","71,549","71,549",-,-,"71,549",-,125,-,-,-,125,87,38,-,-,-,-,70,その他日用品,,,,,
71,ゴム製品,"26,803","1,605","1,605",-,-,"1,605",-,-,-,-,-,-,-,-,-,-,-,-,71,ゴム製品,,,,,
72,木製品,"20,946",60,60,-,-,60,-,60,-,-,-,-,-,-,60,60,-,-,72,木製品,,,,,
73,その他製造工業品,"52,567","27,261","27,261",-,-,"27,261",-,-,-,-,-,-,-,-,-,-,-,-,73,その他製造工業品,,,,,
特殊品,,"5,447,297","1,140,594","1,140,594","64,866","167,368","908,360",-,"474,927","6,613","1,125","5,488","13,067","1,665","11,402","195,012","195,012","260,235","260,235",特殊品,,,,,,
74,金属くず,"12,385",465,465,-,-,465,-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,"331,219","188,717","188,717","29,207",-,"159,510",-,"6,354","2,000",-,"2,000","4,354",-,"4,354",-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,"54,312","10,205","10,205",-,-,"10,205",-,"1,110",-,-,-,-,-,-,"1,110","1,110",-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,"4,755","4,735","4,735",-,-,"4,735",-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,"1,988,532","35,659","35,659","35,659",-,-,-,"263,723","3,488",-,"3,488",-,-,-,-,-,"260,235","260,235",78,廃土砂,,,,,
79,輸送用容器,"113,169","47,590","47,590",-,-,"47,590",-,-,-,-,-,-,-,-,-,-,-,-,79,輸送用容器,,,,,
80,取合せ品,"2,942,925","853,223","853,223",-,"167,368","685,855",-,"203,740","1,125","1,125",-,"8,713","1,665","7,048","193,902","193,902",-,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
