38,産業機械,-,350,-,"2,801",-,-,"1,823","1,783",40,978,-,978,"51,619","2,805","2,805",-,-,-,38,産業機械,,,,,
39,電気機械,776,250,-,"1,116",-,-,"1,107","1,107",-,9,-,9,"12,889",-,-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,561,-,-,445,-,-,445,445,-,-,-,-,"1,026",-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,146,-,-,313,-,-,313,313,-,-,-,-,54,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"329,118","611,462",-,"47,750",-,-,"1,308","1,308",-,"46,442",-,"46,442","429,254","174,881","174,881",-,-,-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,417,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,"217,473",-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,-,-,-,331,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,73,-,-,60,60,-,13,-,13,"2,077",-,-,-,-,-,46,窯業品,,,,,
47,重油,"19,043","58,449",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,"296,060","551,082",-,"46,223",-,-,-,-,-,"46,223",-,"46,223","182,026","164,328","164,328",-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,"13,832",700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,"8,470",-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,43,-,45,-,-,30,30,-,15,-,15,"4,757","2,579","2,579",-,-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,183,"1,188",-,"1,409",-,-,"1,218","1,218",-,191,-,191,"13,703","7,974","7,974",-,-,-,56,その他化学工業品,,,,,
軽工業品,,"1,349","4,741",-,"7,474","6,324","6,324",925,757,168,225,-,225,"51,890","35,286",-,-,-,-,軽工業品,,,,,,
57,紙・パルプ,-,-,-,"6,796","6,324","6,324",472,425,47,-,-,-,"36,285","35,286",-,-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,195,-,-,-,-,-,195,-,195,"9,778",-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,15,-,-,15,15,-,-,-,-,635,-,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,998,"2,544",-,225,-,-,225,225,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,351,"2,197",-,243,-,-,213,92,121,30,-,30,"1,142",-,-,-,-,-,61,製造食品,,,,,
62,飲料,-,-,-,-,-,-,-,-,-,-,-,-,291,-,-,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,"3,759",-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,329,881,-,"3,578",-,-,"3,508","3,508",-,70,-,70,"12,489","9,221","9,221",-,-,-,雑工業品,,,,,,
66,がん具,-,-,-,75,-,-,75,75,-,-,-,-,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,329,571,-,65,-,-,65,65,-,-,-,-,736,-,-,-,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,280,-,237,-,-,237,237,-,-,-,-,281,-,-,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,30,-,-,30,30,-,-,-,-,67,-,-,-,-,-,69,家具装備品,,,,,
70,その他日用品,-,30,-,"2,880",-,-,"2,880","2,880",-,-,-,-,32,-,-,-,-,-,70,その他日用品,,,,,
71,ゴム製品,-,-,-,171,-,-,161,161,-,10,-,10,"9,971","9,191","9,191",-,-,-,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,-,120,-,-,60,60,-,60,-,60,"1,402",30,30,-,-,-,73,その他製造工業品,,,,,
特殊品,,"1,000","76,447",-,"147,299",-,-,"74,241","74,155",86,"73,058",-,"73,058","172,743","4,800","4,800",-,-,-,特殊品,,,,,,
74,金属くず,"1,000",-,-,165,-,-,165,79,86,-,-,-,43,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,44,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,"2,400",-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,-,-,-,-,-,-,-,-,-,"1,968",75,75,-,-,-,79,輸送用容器,,,,,
80,取合せ品,-,"76,447",-,"147,134",-,-,"74,076","74,076",-,"73,058",-,"73,058","168,288","4,725","4,725",-,-,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
