化学工業品,,5,-,5,-,-,-,"95,014","95,014",-,"95,014",-,-,-,-,-,-,-,-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,570,570,-,570,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,"2,285","2,285",-,"2,285",-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,"9,665","9,665",-,"9,665",-,-,-,-,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,"1,890","1,890",-,"1,890",-,-,-,-,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,435,435,-,435,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,20,20,-,20,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,20,20,-,20,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,5,-,5,-,-,-,"3,786","3,786",-,"3,786",-,-,-,-,-,-,-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,"1,825","1,825",-,"1,825",-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,-,-,-,-,-,"74,518","74,518",-,"74,518",-,-,-,-,-,-,-,-,56,その他化学工業品,,,,,
軽工業品,,"2,588","2,518",70,-,-,-,"358,888","293,103",-,"293,103",-,-,-,210,210,"3,060",144,"2,916",軽工業品,,,,,,
57,紙・パルプ,"2,568","2,518",50,-,-,-,"26,895","17,685",-,"17,685",-,-,-,10,10,"3,060",144,"2,916",57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,-,-,84,84,-,84,-,-,-,-,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,"4,669","4,669",-,"4,669",-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,15,-,15,-,-,-,"133,637","90,539",-,"90,539",-,-,-,-,-,-,-,-,61,製造食品,,,,,
62,飲料,-,-,-,-,-,-,"179,827","166,360",-,"166,360",-,-,-,190,190,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,"2,154","2,154",-,"2,154",-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,"8,080","8,070",-,"8,070",-,-,-,10,10,-,-,-,64,たばこ,,,,,
65,その他食料工業品,5,-,5,-,-,-,"3,542","3,542",-,"3,542",-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,-,-,-,-,-,-,"126,922","73,579",-,"73,579",-,-,-,110,110,-,-,-,雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,185,185,-,185,-,-,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,-,-,-,-,850,850,-,850,-,-,-,-,-,-,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,65,65,-,65,-,-,-,-,-,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,-,-,-,"2,860","2,860",-,"2,860",-,-,-,-,-,-,-,-,69,家具装備品,,,,,
70,その他・日用品,-,-,-,-,-,-,"79,653","26,420",-,"26,420",-,-,-,-,-,-,-,-,70,その他日用品,,,,,
71,ゴム製品,-,-,-,-,-,-,"20,085","20,045",-,"20,045",-,-,-,40,40,-,-,-,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,714,714,-,714,-,-,-,-,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,-,-,-,-,"22,510","22,440",-,"22,440",-,-,-,70,70,-,-,-,73,その他製造工業品,,,,,
特殊品,,85,-,85,-,"1,700","1,700","835,541","225,986","46,267","126,998","52,721","1,000","1,000",140,140,"138,438","20,520","117,918",特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,480,480,-,480,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,"51,305","51,305","27,298","4,650","19,357",-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,"26,939","26,939",-,"26,939",-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,"1,700","1,700","50,979","50,979","17,615",-,"33,364",-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,45,-,45,-,-,-,"32,968","32,828",-,"32,828",-,-,-,140,140,-,-,-,79,輸送用容器,,,,,
80,取合せ品,40,-,40,-,-,-,"672,870","63,455","1,354","62,101",-,"1,000","1,000",-,-,"138,438","20,520","117,918",80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
