22,石材,-,-,60,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,30,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,"4,179",-,"4,179",-,-,-,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"82,359",-,"53,387",682,"52,705",-,"365,479",419,419,-,-,"360,940","360,940",-,"4,120",-,"4,120",-,金属機械工業品,,,,,,
28,鉄鋼,-,-,45,-,45,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,22,-,22,-,15,-,-,-,-,15,15,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,382,-,382,-,"1,980",-,-,-,-,195,195,-,"1,785",-,"1,785",-,30,非鉄金属,,,,,
31,金属製品,-,-,431,-,431,-,275,60,60,-,-,-,-,-,215,-,215,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,"54,030",-,"44,955",-,"44,955",-,"356,920",-,-,-,-,"356,920","356,920",-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,"1,583",-,"1,583",-,330,330,330,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,"26,890",-,"2,250",-,"2,250",-,"3,810",-,-,-,-,"3,810","3,810",-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,"1,792",-,"1,792",-,"1,815",-,-,-,-,-,-,-,"1,815",-,"1,815",-,38,産業機械,,,,,
39,電気機械,"1,030",-,"1,656",610,"1,046",-,305,-,-,-,-,-,-,-,305,-,305,-,39,電気機械,,,,,
40,測量・光学・医療用機械,313,-,271,72,199,-,29,29,29,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,88,-,"2,069",-,"2,069",-,"2,361",-,-,-,-,818,818,-,"1,543",-,"1,543",-,化学工業品,,,,,,
43,陶磁器,-,-,302,-,302,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,15,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,610,-,610,-,686,-,-,-,-,-,-,-,686,-,686,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,180,-,180,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,533,-,533,-,"1,065",-,-,-,-,685,685,-,380,-,380,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,15,-,-,-,-,-,-,-,15,-,15,-,55,化学肥料,,,,,
56,その他化学工業品,88,-,429,-,429,-,595,-,-,-,-,133,133,-,462,-,462,-,56,その他化学工業品,,,,,
軽工業品,,"2,012",-,"8,766",137,"8,629",-,"22,219",-,-,-,-,"5,117","5,117",-,"17,102",-,"17,102",-,軽工業品,,,,,,
57,紙・パルプ,-,-,"3,153",-,"3,153",-,341,-,-,-,-,52,52,-,289,-,289,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,41,-,41,-,30,-,-,-,-,-,-,-,30,-,30,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,173,-,31,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,592,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,"1,247",-,"3,319",137,"3,182",-,"2,012",-,-,-,-,465,465,-,"1,547",-,"1,547",-,61,製造食品,,,,,
62,飲料,-,-,"2,173",-,"2,173",-,"19,564",-,-,-,-,"4,600","4,600",-,"14,964",-,"14,964",-,62,飲料,,,,,
63,水,-,-,19,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,30,-,30,-,272,-,-,-,-,-,-,-,272,-,272,-,65,その他食料工業品,,,,,
雑工業品,,"2,110",-,"4,805",426,"4,379",-,"5,193",10,10,-,-,"4,872","4,872",-,311,-,311,-,雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,"1,105",-,262,32,230,-,30,-,-,-,-,-,-,-,30,-,30,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,152,-,165,64,101,-,9,-,-,-,-,-,-,-,9,-,9,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,603,-,372,330,42,-,-,-,-,-,-,-,-,-,-,-,-,-,69,家具装備品,,,,,
70,その他・日用品,250,-,118,-,118,-,"4,491",10,10,-,-,"4,460","4,460",-,21,-,21,-,70,その他日用品,,,,,
71,ゴム製品,-,-,"2,640",-,"2,640",-,-,-,-,-,-,-,-,-,-,-,-,-,71,ゴム製品,,,,,
72,木製品,-,-,239,-,239,-,648,-,-,-,-,397,397,-,251,-,251,-,72,木製品,,,,,
73,その他製造工業品,-,-,"1,009",-,"1,009",-,15,-,-,-,-,15,15,-,-,-,-,-,73,その他製造工業品,,,,,
特殊品,,"876,672","1,300","263,108","153,128","108,780","1,200","164,715","22,169","1,199","5,220","15,750","85,933","78,047","7,886","55,164","30,424","22,033",-,特殊品,,,,,,
74,金属くず,-,-,180,-,180,-,"1,366",-,-,-,-,"1,351",-,"1,351",15,-,15,-,74,金属くず,,,,,
75,再利用資材,-,-,"55,270",-,"55,270",-,"25,535",-,-,-,-,"4,833",-,"4,833","19,253","17,746",-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,"6,397",-,"6,397",-,330,-,-,-,-,90,90,-,240,-,240,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,"1,300","161,324","153,128","6,996","1,200","35,442","20,970",-,"5,220","15,750","1,699",-,"1,699","12,773","12,678",95,-,78,廃土砂,,,,,
79,輸送用容器,-,-,"11,329",-,"11,329",-,"1,340",388,388,-,-,-,-,-,952,-,952,-,79,輸送用容器,,,,,
80,取合せ品,"876,672",-,"28,608",-,"28,608",-,"100,702",811,811,-,-,"77,960","77,957",3,"21,931",-,"20,731",-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
